a,a,aed 0.008
instrument,instrumental,instrumentality 0.857
instrument,instrumental,instrumentals 0.859
instrument,instrumental,instrumentation 0.859
instrument,instrumental,instrumentations 0.857
instrument,instrumental,instrumented 0.857
instrument,instrumental,instruments 0.866
instrument,instrumentality,instrumentals 0.857
instrument,instrumentality,instrumentation 0.857
instrument,instrumentality,instrumentations 0.857
instrument,instrumentality,instrumented 0.857
instrument,instrumentality,instruments 0.857
instrument,instrumentals,instrumentation 0.857
instrument,instrumentals,instrumentations 0.857
instrument,instrumentals,instrumented 0.857
instrument,instrumentals,instruments 0.859
instrument,instrumentation,instrumentations 0.857
instrument,instrumentation,instrumented 0.857
instrument,instrumentation,instruments 0.864
instrument,instrumentations,instrumented 0.857
instrument,instrumentations,instruments 0.859
instrument,instrumented,instruments 0.857
instrumentalist,instrumentalist,instrumentalists 0.111
insuffici,insufficiency,insufficient 0.000
insul,insulated,insulation 0.500
insul,insulated,insulators 0.500
insul,insulation,insulators 0.500
insular,insular,insularity 0.000
insult,insult,insulted 0.667
insult,insult,insulting 0.667
insult,insult,insults 0.694
insult,insulted,insulting 0.667
insult,insulted,insults 0.667
insult,insulting,insults 0.667
insur,insurance,insure 0.750
insur,insurance,insured 0.761
insur,insurance,insurers 0.756
insur,insurance,insuring 0.750
insur,insure,insured 0.750
insur,insure,insurers 0.750
insur,insure,insuring 0.750
insur,insured,insurers 0.750
insur,insured,insuring 0.750
insur,insurers,insuring 0.750
insurg,insurgencies,insurgency 0.727
insurg,insurgencies,insurgent 0.700
insurg,insurgencies,insurgents 0.708
insurg,insurgency,insurgent 0.706
insurg,insurgency,insurgents 0.756
insurg,insurgent,insurgents 0.714
intak,intake,intakes 0.071
integ,integer,integers 0.308
integr,integrable,integral 0.900
integr,integrable,integrals 0.933
integr,integrable,integrate 0.900
integr,integrable,integrated 0.900
integr,integrable,integrates 0.900
integr,integrable,integrating 0.900
integr,integrable,integration 0.900
integr,integrable,integrative 0.900
integr,integrable,integrators 0.900
integr,integrable,integrity 0.900
integr,integral,integrals 0.902
integr,integral,integrate 0.904
integr,integral,integrated 0.904
integr,integral,integrates 0.902
integr,integral,integrating 0.905
integr,integral,integration 0.904
integr,integral,integrative 0.900
integr,integral,integrators 0.900
integr,integral,integrity 0.902
integr,integrals,integrate 0.900
integr,integrals,integrated 0.900
integr,integrals,integrates 0.900
integr,integrals,integrating 0.900
integr,integrals,integration 0.900
integr,integrals,integrative 0.900
integr,integrals,integrators 0.900
integr,integrals,integrity 0.900
integr,integrate,integrated 0.902
integr,integrate,integrates 0.911
integr,integrate,integrating 0.900
integr,integrate,integration 0.902
integr,integrate,integrative 0.900
integr,integrate,integrators 0.900
integr,integrate,integrity 0.900
integr,integrated,integrates 0.904
integr,integrated,integrating 0.902
integr,integrated,integration 0.906
integr,integrated,integrative 0.900
integr,integrated,integrators 0.900
integr,integrated,integrity 0.901
integr,integrates,integrating 0.900
integr,integrates,integration 0.910
integr,integrates,integrative 0.900
integr,integrates,integrators 0.900
integr,integrates,integrity 0.900
integr,integrating,integration 0.902
integr,integrating,integrative 0.900
integr,integrating,integrators 0.900
integr,integrating,integrity 0.902
integr,integration,integrative 0.900
integr,integration,integrators 0.900
integr,integration,integrity 0.905
integr,integrative,integrators 0.900
integr,integrative,integrity 0.900
integr,integrators,integrity 0.900
intel,intel,intels 0.000
intelectu,intelectual,intelectuals 0.000
intellectu,intellectual,intellectualism 0.674
intellectu,intellectual,intellectually 0.673
intellectu,intellectual,intellectuals 0.684
intellectu,intellectualism,intellectually 0.667
intellectu,intellectualism,intellectuals 0.667
intellectu,intellectually,intellectuals 0.667
intellig,intelligence,intelligences 0.803
intellig,intelligence,intelligent 0.816
intellig,intelligence,intelligently 0.803
intellig,intelligence,intelligibility 0.800
intellig,intelligence,intelligible 0.800
intellig,intelligences,intelligent 0.800
intellig,intelligences,intelligently 0.800
intellig,intelligences,intelligibility 0.800
intellig,intelligences,intelligible 0.800
intellig,intelligent,intelligently 0.807
intellig,intelligent,intelligibility 0.800
intellig,intelligent,intelligible 0.800
intellig,intelligently,intelligibility 0.800
intellig,intelligently,intelligible 0.800
intellig,intelligibility,intelligible 0.800
intellivis,intellivision,intellivisions 0.500
intend,intend,intendant 0.750
intend,intend,intended 0.750
intend,intend,intending 0.750
intend,intend,intends 0.750
intend,intendant,intended 0.750
intend,intendant,intending 0.750
intend,intendant,intends 0.750
intend,intended,intending 0.751
intend,intended,intends 0.751
intend,intending,intends 0.750
intens,intense,intensed 0.833
intens,intense,intensely 0.833
intens,intense,intensities 0.833
intens,intense,intensity 0.843
intens,intense,intensive 0.838
intens,intense,intensively 0.833
intens,intensed,intensely 0.833
intens,intensed,intensities 0.833
intens,intensed,intensity 0.833
intens,intensed,intensive 0.839
intens,intensed,intensively 0.833
intens,intensely,intensities 0.833
intens,intensely,intensity 0.833
intens,intensely,intensive 0.833
intens,intensely,intensively 0.833
intens,intensities,intensity 0.841
intens,intensities,intensive 0.833
intens,intensities,intensively 0.833
intens,intensity,intensive 0.833
intens,intensity,intensively 0.833
intens,intensive,intensively 0.833
intensifi,intensified,intensifier 0.667
intensifi,intensified,intensifies 0.667
intensifi,intensified,intensifying 0.727
intensifi,intensifier,intensifies 0.667
intensifi,intensifier,intensifying 0.667
intensifi,intensifies,intensifying 0.667
intent,intent,intention 0.839
intent,intent,intentional 0.833
intent,intent,intentionally 0.839
intent,intent,intentions 0.839
intent,intent,intently 0.833
intent,intent,intents 0.833
intent,intention,intentional 0.837
intent,intention,intentionally 0.833
intent,intention,intentions 0.833
intent,intention,intently 0.833
intent,intention,intents 0.833
intent,intentional,intentionally 0.840
intent,intentional,intentions 0.833
intent,intentional,intently 0.833
intent,intentional,intents 0.833
intent,intentionally,intentions 0.838
intent,intentionally,intently 0.833
intent,intentionally,intents 0.833
intent,intentions,intently 0.833
intent,intentions,intents 0.833
intent,intently,intents 0.833
inter,inter,interations 0.750
inter,inter,interment 0.750
inter,inter,interred 0.753
inter,inter,interring 0.750
inter,interations,interment 0.750
inter,interations,interred 0.750
inter,interations,interring 0.750
inter,interment,interred 0.759
inter,interment,interring 0.750
inter,interred,interring 0.759
interact,interact,interacted 0.889
interact,interact,interacting 0.889
interact,interact,interaction 0.891
interact,interact,interactions 0.895
interact,interact,interactive 0.889
interact,interact,interactively 0.889
interact,interact,interactives 0.889
interact,interact,interactivity 0.889
interact,interact,interacts 0.889
interact,interacted,interacting 0.889
interact,interacted,interaction 0.889
interact,interacted,interactions 0.889
interact,interacted,interactive 0.889
interact,interacted,interactively 0.889
interact,interacted,interactives 0.889
interact,interacted,interactivity 0.889
interact,interacted,interacts 0.889
interact,interacting,interaction 0.890
interact,interacting,interactions 0.889
interact,interacting,interactive 0.889
interact,interacting,interactively 0.889
interact,interacting,interactives 0.889
interact,interacting,interactivity 0.889
interact,interacting,interacts 0.889
interact,interaction,interactions 0.891
interact,interaction,interactive 0.893
interact,interaction,interactively 0.889
interact,interaction,interactives 0.889
interact,interaction,interactivity 0.889
interact,interaction,interacts 0.890
interact,interactions,interactive 0.891
interact,interactions,interactively 0.889
interact,interactions,interactives 0.889
interact,interactions,interactivity 0.889
interact,interactions,interacts 0.889
interact,interactive,interactively 0.891
interact,interactive,interactives 0.891
interact,interactive,interactivity 0.889
interact,interactive,interacts 0.889
interact,interactively,interactives 0.889
interact,interactively,interactivity 0.889
interact,interactively,interacts 0.889
interact,interactives,interactivity 0.889
interact,interactives,interacts 0.889
interact,interactivity,interacts 0.889
interc,intercal,intercity 0.000
interced,intercede,interceded 0.500
interced,intercede,intercedes 0.500
interced,interceded,intercedes 0.500
intercept,intercept,intercepted 0.833
intercept,intercept,intercepting 0.800
intercept,intercept,interception 0.820
intercept,intercept,interceptions 0.822
intercept,intercept,intercepts 0.800
intercept,intercepted,intercepting 0.800
intercept,intercepted,interception 0.850
intercept,intercepted,interceptions 0.836
intercept,intercepted,intercepts 0.800
intercept,intercepting,interception 0.800
intercept,intercepting,interceptions 0.800
intercept,intercepting,intercepts 0.800
intercept,interception,interceptions 0.844
intercept,interception,intercepts 0.800
intercept,interceptions,intercepts 0.800
interceptor,interceptor,interceptors 0.200
interchang,interchange,interchangeability 0.750
interchang,interchange,interchangeable 0.750
interchang,interchange,interchangeably 0.750
interchang,interchange,interchanges 0.780
interchang,interchangeability,interchangeable 0.750
interchang,interchangeability,interchangeably 0.750
interchang,interchangeability,interchanges 0.750
interchang,interchangeable,interchangeably 0.750
interchang,interchangeable,interchanges 0.750
interchang,interchangeably,interchanges 0.750
intercommun,intercommunality,intercommunicating 0.500
intercommun,intercommunality,intercommuning 0.500
intercommun,intercommunicating,intercommuning 0.500
interconnect,interconnect,interconnected 0.500
interconnect,interconnect,interconnection 0.500
interconnect,interconnected,interconnection 0.500
intercut,intercuts,intercutting 0.500
interdepend,interdependence,interdependencies 0.500
interdepend,interdependence,interdependent 0.600
interdepend,interdependencies,interdependent 0.500
interdict,interdict,interdicting 0.500
interdict,interdict,interdiction 0.500
interdict,interdicting,interdiction 0.500
interest,interest,interested 0.691
interest,interest,interesting 0.677
interest,interest,interests 0.690
interest,interested,interesting 0.674
interest,interested,interests 0.682
interest,interesting,interests 0.674
interf,interfered,interfering 0.500
interf,interfered,interferring 0.500
interf,interfering,interferring 0.500
interfac,interface,interfaces 0.132
interfer,interfere,interference 0.688
interfer,interfere,interferences 0.667
interfer,interfere,interferes 0.685
interfer,interference,interferences 0.667
interfer,interference,interferes 0.667
interfer,interferences,interferes 0.667
intergener,intergenerational,intergeneric 0.000
interim,interim,interims 0.000
interior,interior,interiors 0.043
interleav,interleave,interleavings 0.000
interleukin,interleukin,interleukins 0.167
interlink,interlinked,interlinking 0.000
interlock,interlocked,interlocking 0.500
interlock,interlocked,interlockings 0.500
interlock,interlocking,interlockings 0.571
interlud,interlude,interludes 0.000
intermarriag,intermarriage,intermarriages 0.000
intermedi,intermediate,intermediates 0.500
intermedi,intermediate,intermediation 0.500
intermedi,intermediates,intermediation 0.500
intermin,interminable,interminably 0.000
intermitt,intermittent,intermittently 0.000
intermix,intermix,intermixing 0.000
intern,intern,internal 0.909
intern,intern,internalized 0.909
intern,intern,internally 0.909
intern,intern,international 0.909
intern,intern,internationally 0.909
intern,intern,internationals 0.909
intern,intern,interned 0.909
intern,intern,internes 0.909
intern,intern,interning 0.909
intern,intern,internment 0.909
intern,intern,interns 0.909
intern,internal,internalized 0.909
intern,internal,internally 0.910
intern,internal,international 0.919
intern,internal,internationally 0.910
intern,internal,internationals 0.909
intern,internal,interned 0.909
intern,internal,internes 0.909
intern,internal,interning 0.909
intern,internal,internment 0.909
intern,internal,interns 0.909
intern,internalized,internally 0.909
intern,internalized,international 0.909
intern,internalized,internationally 0.909
intern,internalized,internationals 0.909
intern,internalized,interned 0.909
intern,internalized,internes 0.909
intern,internalized,interning 0.909
intern,internalized,internment 0.909
intern,internalized,interns 0.909
intern,internally,international 0.910
intern,internally,internationally 0.911
intern,internally,internationals 0.909
intern,internally,interned 0.909
intern,internally,internes 0.909
intern,internally,interning 0.909
intern,internally,internment 0.909
intern,internally,interns 0.909
intern,international,internationally 0.911
intern,international,internationals 0.910
intern,international,interned 0.909
intern,international,internes 0.909
intern,international,interning 0.909
intern,international,internment 0.910
intern,international,interns 0.909
intern,internationally,internationals 0.909
intern,internationally,interned 0.909
intern,internationally,internes 0.909
intern,internationally,interning 0.909
intern,internationally,internment 0.909
intern,internationally,interns 0.909
intern,internationals,interned 0.909
intern,internationals,internes 0.909
intern,internationals,interning 0.909
intern,internationals,internment 0.909
intern,internationals,interns 0.909
intern,interned,internes 0.909
intern,interned,interning 0.909
intern,interned,internment 0.917
intern,interned,interns 0.909
intern,internes,interning 0.909
intern,internes,internment 0.909
intern,internes,interns 0.909
intern,interning,internment 0.909
intern,interning,interns 0.909
intern,internment,interns 0.909
internation,internationalism,internationalization 0.000
internetwork,internetworking,internetworks 0.000
interoper,interoperability,interoperable 0.562
interoper,interoperability,interoperate 0.500
interoper,interoperable,interoperate 0.500
interpol,interpol,interpolating 0.500
interpol,interpol,interpolation 0.500
interpol,interpolating,interpolation 0.500
interpret,interpret,interpretation 0.894
interpret,interpret,interpretations 0.904
interpret,interpret,interpretative 0.889
interpret,interpret,interpreted 0.894
interpret,interpret,interpreter 0.894
interpret,interpret,interpreters 0.896
interpret,interpret,interpreting 0.894
interpret,interpret,interpretive 0.896
interpret,interpret,interprets 0.889
interpret,interpretation,interpretations 0.899
interpret,interpretation,interpretative 0.891
interpret,interpretation,interpreted 0.899
interpret,interpretation,interpreter 0.889
interpret,interpretation,interpreters 0.891
interpret,interpretation,interpreting 0.891
interpret,interpretation,interpretive 0.891
interpret,interpretation,interprets 0.889
interpret,interpretations,interpretative 0.889
interpret,interpretations,interpreted 0.894
interpret,interpretations,interpreter 0.889
interpret,interpretations,interpreters 0.894
interpret,interpretations,interpreting 0.893
interpret,interpretations,interpretive 0.894
interpret,interpretations,interprets 0.889
interpret,interpretative,interpreted 0.889
interpret,interpretative,interpreter 0.889
interpret,interpretative,interpreters 0.889
interpret,interpretative,interpreting 0.889
interpret,interpretative,interpretive 0.889
interpret,interpretative,interprets 0.889
interpret,interpreted,interpreter 0.889
interpret,interpreted,interpreters 0.892
interpret,interpreted,interpreting 0.901
interpret,interpreted,interpretive 0.892
interpret,interpreted,interprets 0.889
interpret,interpreter,interpreters 0.889
interpret,interpreter,interpreting 0.889
interpret,interpreter,interpretive 0.889
interpret,interpreter,interprets 0.889
interpret,interpreters,interpreting 0.897
interpret,interpreters,interpretive 0.889
interpret,interpreters,interprets 0.889
interpret,interpreting,interpretive 0.889
interpret,interpreting,interprets 0.889
interpret,interpretive,interprets 0.889
interrelationship,interrelationship,interrelationships 0.000
interrog,interrogate,interrogated 0.857
interrog,interrogate,interrogates 0.857
interrog,interrogate,interrogating 0.886
interrog,interrogate,interrogation 0.868
interrog,interrogate,interrogations 0.857
interrog,interrogate,interrogator 0.857
interrog,interrogate,interrogators 0.857
interrog,interrogated,interrogates 0.857
interrog,interrogated,interrogating 0.857
interrog,interrogated,interrogation 0.866
interrog,interrogated,interrogations 0.857
interrog,interrogated,interrogator 0.857
interrog,interrogated,interrogators 0.857
interrog,interrogates,interrogating 0.857
interrog,interrogates,interrogation 0.857
interrog,interrogates,interrogations 0.857
interrog,interrogates,interrogator 0.857
interrog,interrogates,interrogators 0.857
interrog,interrogating,interrogation 0.871
interrog,interrogating,interrogations 0.857
interrog,interrogating,interrogator 0.857
interrog,interrogating,interrogators 0.857
interrog,interrogation,interrogations 0.857
interrog,interrogation,interrogator 0.871
interrog,interrogation,interrogators 0.871
interrog,interrogations,interrogator 0.857
interrog,interrogations,interrogators 0.857
interrog,interrogator,interrogators 0.857
interrupt,interrupt,interrupted 0.833
interrupt,interrupt,interrupter 0.833
interrupt,interrupt,interrupting 0.833
interrupt,interrupt,interruption 0.833
interrupt,interrupt,interruptions 0.833
interrupt,interrupt,interrupts 0.833
interrupt,interrupted,interrupter 0.833
interrupt,interrupted,interrupting 0.841
interrupt,interrupted,interruption 0.833
interrupt,interrupted,interruptions 0.833
interrupt,interrupted,interrupts 0.833
interrupt,interrupter,interrupting 0.833
interrupt,interrupter,interruption 0.833
interrupt,interrupter,interruptions 0.833
interrupt,interrupter,interrupts 0.833
interrupt,interrupting,interruption 0.833
interrupt,interrupting,interruptions 0.833
interrupt,interrupting,interrupts 0.833
interrupt,interruption,interruptions 0.833
interrupt,interruption,interrupts 0.833
interrupt,interruptions,interrupts 0.833
intersect,intersect,intersected 0.800
intersect,intersect,intersecting 0.800
intersect,intersect,intersection 0.806
intersect,intersect,intersections 0.812
intersect,intersect,intersects 0.800
intersect,intersected,intersecting 0.800
intersect,intersected,intersection 0.806
intersect,intersected,intersections 0.835
intersect,intersected,intersects 0.800
intersect,intersecting,intersection 0.806
intersect,intersecting,intersections 0.800
intersect,intersecting,intersects 0.800
intersect,intersection,intersections 0.819
intersect,intersection,intersects 0.806
intersect,intersections,intersects 0.812
interspers,interspersed,intersperses 0.000
interst,interstate,interstates 0.000
intertid,intertidal,intertidally 0.000
intertwin,intertwine,intertwined 0.000
interurban,interurban,interurbans 0.000
interv,interval,intervals 0.036
interven,intervene,intervened 0.533
interven,intervene,intervening 0.556
interven,intervened,intervening 0.500
intervent,intervention,interventions 0.049
interview,interview,interviewed 0.769
interview,interview,interviewer 0.750
interview,interview,interviewing 0.754
interview,interview,interviews 0.777
interview,interviewed,interviewer 0.750
interview,interviewed,interviewing 0.769
interview,interviewed,interviews 0.772
interview,interviewer,interviewing 0.750
interview,interviewer,interviews 0.750
interview,interviewing,interviews 0.763
interviewe,interviewee,interviewees 0.333
interweav,interweave,interweaves 0.000
intestin,intestinal,intestine 0.500
intestin,intestinal,intestines 0.545
intestin,intestine,intestines 0.583
intim,intimate,intimated 0.800
intim,intimate,intimately 0.800
intim,intimate,intimates 0.800
intim,intimate,intimation 0.800
intim,intimate,intimes 0.800
intim,intimated,intimately 0.800
intim,intimated,intimates 0.800
intim,intimated,intimation 0.800
intim,intimated,intimes 0.800
intim,intimately,intimates 0.800
intim,intimately,intimation 0.800
intim,intimately,intimes 0.800
intim,intimates,intimation 0.800
intim,intimates,intimes 0.800
intim,intimation,intimes 0.800
intimid,intimidate,intimidated 0.750
intimid,intimidate,intimidating 0.750
intimid,intimidate,intimidation 0.750
intimid,intimidate,intimidators 0.750
intimid,intimidated,intimidating 0.750
intimid,intimidated,intimidation 0.750
intimid,intimidated,intimidators 0.750
intimid,intimidating,intimidation 0.750
intimid,intimidating,intimidators 0.750
intimid,intimidation,intimidators 0.750
intoler,intolerable,intolerance 0.500
intoler,intolerable,intolerant 0.500
intoler,intolerance,intolerant 0.556
intox,intoxicate,intoxicated 0.667
intox,intoxicate,intoxicating 0.667
intox,intoxicate,intoxication 0.667
intox,intoxicated,intoxicating 0.667
intox,intoxicated,intoxication 0.667
intox,intoxicating,intoxication 0.667
intramur,intramural,intramurals 0.000
intrathec,intrathecal,intrathecally 0.500
intraven,intravenous,intravenously 0.167
intric,intricate,intricately 0.143
intrigu,intrigue,intrigued 0.667
intrigu,intrigue,intrigues 0.667
intrigu,intrigue,intriguing 0.667
intrigu,intrigued,intrigues 0.667
intrigu,intrigued,intriguing 0.667
intrigu,intrigues,intriguing 0.667
intrins,intrinsic,intrinsically 0.500
intrins,intrinsic,intrinsics 0.500
intrins,intrinsically,intrinsics 0.500
intro,intro,intros 0.000
introduc,introduce,introduced 0.686
introduc,introduce,introduces 0.669
introduc,introduce,introducing 0.674
introduc,introduced,introduces 0.670
introduc,introduced,introducing 0.685
introduc,introduces,introducing 0.667
introduct,introduction,introductions 0.006
intron,intron,introns 0.333
introspect,introspection,introspective 0.000
introvert,introvert,introverted 0.000
intrud,intrude,intruder 0.500
intrud,intrude,intruders 0.500
intrud,intruder,intruders 0.562
intrus,intrusion,intrusive 0.000
intuit,intuit,intuited 0.750
intuit,intuit,intuition 0.750
intuit,intuit,intuitive 0.786
intuit,intuit,intuitively 0.750
intuit,intuited,intuition 0.750
intuit,intuited,intuitive 0.750
intuit,intuited,intuitively 0.750
intuit,intuition,intuitive 0.775
intuit,intuition,intuitively 0.750
intuit,intuitive,intuitively 0.750
inund,inundate,inundated 0.000
invad,invade,invaded 0.806
invad,invade,invader 0.800
invad,invade,invaders 0.817
invad,invade,invades 0.800
invad,invade,invading 0.800
invad,invaded,invader 0.800
invad,invaded,invaders 0.806
invad,invaded,invades 0.809
invad,invaded,invading 0.800
invad,invader,invaders 0.812
invad,invader,invades 0.800
invad,invader,invading 0.800
invad,invaders,invades 0.800
invad,invaders,invading 0.800
invad,invades,invading 0.800
invalid,invalid,invalidates 0.800
invalid,invalid,invalidating 0.800
invalid,invalid,invalided 0.800
invalid,invalid,invalidity 0.811
invalid,invalid,invalids 0.800
invalid,invalidates,invalidating 0.800
invalid,invalidates,invalided 0.800
invalid,invalidates,invalidity 0.800
invalid,invalidates,invalids 0.800
invalid,invalidating,invalided 0.800
invalid,invalidating,invalidity 0.800
invalid,invalidating,invalids 0.800
invalid,invalided,invalidity 0.800
invalid,invalided,invalids 0.800
invalid,invalidity,invalids 0.800
invari,invariably,invariance 0.689
invari,invariably,invariant 0.683
invari,invariably,invariants 0.667
invari,invariance,invariant 0.722
invari,invariance,invariants 0.667
invari,invariant,invariants 0.697
invas,invasion,invasions 0.516
invas,invasion,invasive 0.511
invas,invasions,invasive 0.500
invent,invent,invented 0.859
invent,invent,inventing 0.857
invent,invent,invention 0.857
invent,invent,inventions 0.857
invent,invent,inventive 0.857
invent,invent,inventiveness 0.857
invent,invent,invents 0.857
invent,invented,inventing 0.860
invent,invented,invention 0.864
invent,invented,inventions 0.860
invent,invented,inventive 0.857
invent,invented,inventiveness 0.857
invent,invented,invents 0.857
invent,inventing,invention 0.857
invent,inventing,inventions 0.857
invent,inventing,inventive 0.857
invent,inventing,inventiveness 0.878
invent,inventing,invents 0.857
invent,invention,inventions 0.866
invent,invention,inventive 0.857
invent,invention,inventiveness 0.857
invent,invention,invents 0.862
invent,inventions,inventive 0.857
invent,inventions,inventiveness 0.857
invent,inventions,invents 0.857
invent,inventive,inventiveness 0.857
invent,inventive,invents 0.857
invent,inventiveness,invents 0.857
inventor,inventor,inventors 0.073
inventori,inventories,inventory 0.056
invers,inverse,inversely 0.769
invers,inverse,inversion 0.750
invers,inverse,inversions 0.750
invers,inverse,inversive 0.750
invers,inversely,inversion 0.750
invers,inversely,inversions 0.750
invers,inversely,inversive 0.750
invers,inversion,inversions 0.750
invers,inversion,inversive 0.778
invers,inversions,inversive 0.750
invert,invert,inverted 0.800
invert,invert,inverter 0.800
invert,invert,invertible 0.840
invert,invert,inverting 0.800
invert,invert,inverts 0.800
invert,inverted,inverter 0.820
invert,inverted,invertible 0.818
invert,inverted,inverting 0.822
invert,inverted,inverts 0.800
invert,inverter,invertible 0.800
invert,inverter,inverting 0.867
invert,inverter,inverts 0.800
invert,invertible,inverting 0.800
invert,invertible,inverts 0.800
invert,inverting,inverts 0.800
invertebr,invertebrate,invertebrates 0.083
invest,invest,invested 0.800
invest,invest,investing 0.800
invest,invest,investment 0.820
invest,invest,investments 0.821
invest,invest,invests 0.829
invest,invested,investing 0.800
invest,invested,investment 0.803
invest,invested,investments 0.800
invest,invested,invests 0.800
invest,investing,investment 0.804
invest,investing,investments 0.800
invest,investing,invests 0.800
invest,investment,investments 0.820
invest,investment,invests 0.811
invest,investments,invests 0.800
investig,investigate,investigated 0.896
investig,investigate,investigates 0.892
investig,investigate,investigating 0.894
investig,investigate,investigation 0.898
investig,investigate,investigational 0.889
investig,investigate,investigations 0.891
investig,investigate,investigative 0.891
investig,investigate,investigator 0.897
investig,investigate,investigators 0.896
investig,investigated,investigates 0.889
investig,investigated,investigating 0.895
investig,investigated,investigation 0.896
investig,investigated,investigational 0.889
investig,investigated,investigations 0.897
investig,investigated,investigative 0.892
investig,investigated,investigator 0.893
investig,investigated,investigators 0.896
investig,investigates,investigating 0.894
investig,investigates,investigation 0.890
investig,investigates,investigational 0.889
investig,investigates,investigations 0.889
investig,investigates,investigative 0.894
investig,investigates,investigator 0.889
investig,investigates,investigators 0.889
investig,investigating,investigation 0.897
investig,investigating,investigational 0.889
investig,investigating,investigations 0.892
investig,investigating,investigative 0.895
investig,investigating,investigator 0.893
investig,investigating,investigators 0.892
investig,investigation,investigational 0.892
investig,investigation,investigations 0.899
investig,investigation,investigative 0.891
investig,investigation,investigator 0.893
investig,investigation,investigators 0.896
investig,investigational,investigations 0.889
investig,investigational,investigative 0.889
investig,investigational,investigator 0.889
investig,investigational,investigators 0.896
investig,investigations,investigative 0.901
investig,investigations,investigator 0.889
investig,investigations,investigators 0.898
investig,investigative,investigator 0.893
investig,investigative,investigators 0.900
investig,investigator,investigators 0.898
investor,investor,investors 0.100
invis,invisibility,invisible 0.500
invis,invisibility,invisibles 0.500
invis,invisible,invisibles 0.500
invit,invitation,invitational 0.842
invit,invitation,invitations 0.842
invit,invitation,invite 0.837
invit,invitation,invited 0.840
invit,invitation,invites 0.842
invit,invitation,inviting 0.838
invit,invitational,invitations 0.833
invit,invitational,invite 0.833
invit,invitational,invited 0.835
invit,invitational,invites 0.833
invit,invitational,inviting 0.833
invit,invitations,invite 0.833
invit,invitations,invited 0.838
invit,invitations,invites 0.833
invit,invitations,inviting 0.833
invit,invite,invited 0.835
invit,invite,invites 0.833
invit,invite,inviting 0.833
invit,invited,invites 0.835
invit,invited,inviting 0.835
invit,invites,inviting 0.833
invoic,invoiced,invoices 0.000
invok,invoke,invoked 0.692
invok,invoke,invokes 0.667
invok,invoke,invoking 0.667
invok,invoked,invokes 0.667
invok,invoked,invoking 0.708
invok,invokes,invoking 0.667
involut,involution,involutions 0.500
involv,involve,involved 0.758
involv,involve,involvement 0.762
involv,involve,involves 0.758
involv,involve,involving 0.759
involv,involved,involvement 0.766
involv,involved,involves 0.762
involv,involved,involving 0.764
involv,involvement,involves 0.763
involv,involvement,involving 0.759
involv,involves,involving 0.765
invulner,invulnerability,invulnerable 0.000
inward,inward,inwards 0.000
inx,inx,inxs 0.000
io,io,ios 0.000
iomega,iomega,iomegas 0.500
ion,ion,ions 0.109
ioniz,ionization,ionize 0.667
ioniz,ionization,ionized 0.778
ioniz,ionization,ionizing 0.750
ioniz,ionize,ionized 0.667
ioniz,ionize,ionizing 0.778
ioniz,ionized,ionizing 0.667
ionospher,ionosphere,ionospheric 0.333
iota,iota,iotas 0.000
iowa,iowa,iowas 0.034
iowan,iowan,iowans 0.000
ip,ip,ips 0.000
ipc,ipc,ipcs 0.250
ipecacuanha,ipecacuanha,ipecacuanhae 0.500
ipod,ipod,ipods 0.125
ir,ir,irs 0.000
ira,ira,irae 0.500
ira,ira,iras 0.500
ira,irae,iras 0.500
irakli,irakli,iraklis 0.000
iran,iran,irans 0.040
iranian,iranian,iranianism 0.024
iraq,iraq,iraqs 0.029
iraqi,iraqi,iraqis 0.111
ireland,ireland,irelande 0.500
ireland,ireland,irelands 0.502
ireland,irelande,irelands 0.500
iri,iri,irie 0.667
iri,iri,iris 0.667
iri,iri,irys 0.667
iri,irie,iris 0.667
iri,irie,irys 0.667
iri,iris,irys 0.667
iridesc,iridescence,iridescent 0.000
iron,iron,ironed 0.669
iron,iron,ironic 0.669
iron,iron,ironically 0.671
iron,ironed,ironic 0.667
iron,ironed,ironically 0.667
iron,ironic,ironically 0.667
ironi,ironie,irony 0.000
ironwork,ironwork,ironworks 0.167
irradi,irradiated,irradiates 0.500
irradi,irradiated,irradiation 0.500
irradi,irradiates,irradiation 0.500
irrat,irrational,irrationally 0.000
irregular,irregular,irregularities 0.000
irresist,irresistible,irresistibly 0.000
irrespons,irresponsables,irresponsible 0.600
irrespons,irresponsables,irresponsibly 0.500
irrespons,irresponsible,irresponsibly 0.500
irrig,irrigate,irrigated 0.500
irrig,irrigate,irrigation 0.500
irrig,irrigated,irrigation 0.538
irrit,irritability,irritant 0.800
irrit,irritability,irritate 0.800
irrit,irritability,irritated 0.800
irrit,irritability,irritating 0.800
irrit,irritability,irritation 0.800
irrit,irritant,irritate 0.800
irrit,irritant,irritated 0.800
irrit,irritant,irritating 0.800
irrit,irritant,irritation 0.800
irrit,irritate,irritated 0.800
irrit,irritate,irritating 0.800
irrit,irritate,irritation 0.800
irrit,irritated,irritating 0.800
irrit,irritated,irritation 0.800
irrit,irritating,irritation 0.800
irv,irv,irving 0.036
irvin,irvin,irvine 0.000
isa,isa,isas 0.000
isaac,isaac,isaacs 0.000
isabel,isabel,isabelle 0.500
isabel,isabel,isabels 0.533
isabel,isabelle,isabels 0.500
isaiah,isaiah,isaiahs 0.000
ise,ise,isee 0.500
ise,ise,isely 0.500
ise,isee,isely 0.500
